sentence_id	token	pos_tag	probability
9	when	WRB	0.006285277660936117
9	if	IN	0.0045719328336417675
9	because	IN	0.00413533765822649
9	before	IN	0.0015345100546255708
9	but	CC	0.001406769035384059
9	whether	IN	0.0010787019273266196
10	that	IN	0.6999753713607788
10	when	WRB	0.09199181944131851
10	how	WRB	0.06466355174779892
10	where	WRB	0.017339348793029785
10	why	WRB	0.015831230208277702
10	and	CC	0.01449487917125225
10	what	WP	0.013361831195652485
10	after	IN	0.013253082521259785
10	as	IN	0.010107535868883133
10	if	IN	0.006815264467149973
10	because	IN	0.005536515731364489
10	before	IN	0.0054655540734529495
10	who	WP	0.0036032930947840214
10	until	IN	0.0033077518455684185
11	that	IN	0.4159107506275177
11	and	CC	0.07738742977380753
11	how	WRB	0.04157717525959015
11	when	WRB	0.03757159039378166
11	but	CC	0.014048331417143345
11	because	IN	0.009789234027266502
11	as	IN	0.0065841758623719215
11	if	IN	0.004440643358975649
11	so	RB	0.004286963492631912
12	that	IN	0.47455736994743347
12	when	WRB	0.2298140525817871
12	how	WRB	0.1635618507862091
12	until	IN	0.030349330976605415
12	and	CC	0.014334984123706818
12	before	IN	0.01378367654979229
12	after	IN	0.008858858607709408
12	as	IN	0.006432745605707169
12	where	WRB	0.005994071718305349
12	if	IN	0.005553063005208969
12	once	RB	0.004636426921933889
12	why	WRB	0.0032684647012501955
12	because	IN	0.00222797691822052
13	how	WRB	0.33202606439590454
13	that	IN	0.3074416518211365
13	when	WRB	0.18197830021381378
13	where	WRB	0.05713284760713577
13	until	IN	0.01686604879796505
13	before	IN	0.011963138356804848
13	as	IN	0.011378363706171513
13	after	IN	0.006644537206739187
13	and	CC	0.005237814504653215
13	while	IN	0.004185931757092476
13	if	IN	0.003683794056996703
13	about	IN	0.003187574679031968
13	once	RB	0.0029462636448442936
14	that	IN	0.7902023792266846
14	when	WRB	0.04956836998462677
14	and	CC	0.03645063564181328
14	how	WRB	0.01578153856098652
14	because	IN	0.009653332643210888
14	as	IN	0.008677495643496513
14	after	IN	0.0056985169649124146
14	before	IN	0.003326983889564872
14	if	IN	0.0023324855137616396
14	about	IN	0.0019928852561861277
15	how	WRB	0.387527734041214
15	why	WRB	0.256244033575058
15	that	IN	0.11280873417854309
15	and	CC	0.06136726960539818
15	when	WRB	0.045246671885252
15	but	CC	0.0215948224067688
15	before	IN	0.012741096317768097
15	as	IN	0.008922437205910683
15	if	IN	0.008634291589260101
15	where	WRB	0.004984420258551836
15	until	IN	0.004092858638614416
15	after	IN	0.004073291551321745
15	while	IN	0.0030315013136714697
16	why	WRB	0.5826719403266907
16	how	WRB	0.14786697924137115
16	that	IN	0.1049816682934761
16	and	CC	0.038085274398326874
16	when	WRB	0.011474667116999626
16	before	IN	0.00246358010917902
16	what	WP	0.001676854444667697
16	after	IN	0.0015704798279330134
16	where	WRB	0.0012875059619545937
16	if	IN	0.0011690020328387618
17	why	WRB	0.4654518663883209
17	that	IN	0.3518924415111542
17	how	WRB	0.16808362305164337
17	when	WRB	0.0018116910941898823
17	where	WRB	0.0005977522814646363
17	if	IN	0.0004153841582592577
17	whether	IN	0.0004050063726026565
17	what	WP	0.00038932444294914603
17	before	IN	0.000269557349383831
17	after	IN	0.00024500058498233557
17	and	CC	0.00023715152929071337
18	that	IN	0.7383427619934082
18	why	WRB	0.13155561685562134
18	how	WRB	0.049440931528806686
18	and	CC	0.04186396300792694
18	but	CC	0.011281425133347511
18	when	WRB	0.0036966633051633835
18	if	IN	0.002816180931404233
18	because	IN	0.0010385989444330335
18	after	IN	0.000800078094471246
18	where	WRB	0.0005439617671072483
18	while	IN	0.00048103355220519006
19	how	WRB	0.7804774641990662
19	that	IN	0.1465071588754654
19	why	WRB	0.0501401461660862
19	and	CC	0.003048661630600691
19	as	IN	0.0018278410425409675
19	where	WRB	0.0017092261696234345
19	what	WP	0.00113595777656883
19	when	WRB	0.0008471048786304891
19	about	IN	0.0005626319325529039
19	while	IN	0.0005197588470764458
19	who	WP	0.00034340054844506085
20	why	WRB	0.3922238349914551
20	how	WRB	0.3825439512729645
20	that	IN	0.21952487528324127
20	whether	IN	0.0005654371343553066
20	when	WRB	0.0005501604755409062
20	what	WP	0.00047019164776429534
20	and	CC	0.00046039250446483493
20	where	WRB	0.00029414219898171723
20	as	IN	0.00022562903177458793
20	if	IN	0.0001687409821897745
20	which	WDT	0.0001357485307380557
20	because	IN	6.656545883743092e-05
21	who	WP	0.6710494756698608
21	whom	WP	0.30276063084602356
21	what	WP	0.0063039381057024
21	someone	NN	0.006287673022598028
21	that	IN	0.003990217577666044
21	which	WDT	0.0014779724879190326
21	how	WRB	0.0011060336837545037
21	when	WRB	0.0008173546520993114
21	everyone	NN	0.0007673981017433107
21	where	WRB	0.0007567817810922861
21	and	CC	0.0002951510832644999
21	everything	NN	0.00027072153170593083
21	of	IN	0.000259623397141695
21	about	IN	0.0002568273339420557
21	anyone	NN	0.00025210881722159684
22	what	WP	0.8576238751411438
22	where	WRB	0.025912078097462654
22	something	NN	0.01753760501742363
22	whatever	IN	0.01575685665011406
22	who	WP	0.015328244306147099
22	that	IN	0.008368825539946556
22	secrets	NNS	0.006793005391955376
22	everything	NN	0.0056421090848743916
22	how	WRB	0.002996851457282901
22	information	NN	0.0023133030626922846
22	all	PDT	0.0017782702343538404
22	which	WDT	0.0016375125851482153
22	things	NNS	0.0013088673586025834
22	whom	WP	0.0008836679044179618
22	secret	JJ	0.0008276182343252003
23	who	WP	0.49462515115737915
23	what	WP	0.3990939259529114
23	where	WRB	0.04014351963996887
23	whom	WP	0.017996234819293022
23	about	IN	0.010439347475767136
23	how	WRB	0.01039925217628479
23	that	IN	0.006716372445225716
23	when	WRB	0.004488781094551086
23	why	WRB	0.003037072950974107
23	which	WDT	0.002695396076887846
23	of	IN	0.001175234909169376
23	with	IN	0.0008885252173058689
23	everything	NN	0.000626206980086863
24	who	WP	0.3245055675506592
24	what	WP	0.23477856814861298
24	whom	WP	0.22907063364982605
24	that	IN	0.06177287921309471
24	someone	NN	0.029271824285387993
24	something	NN	0.012914945371448994
24	which	WDT	0.010293192230165005
24	and	CC	0.004737722687423229
24	one	CD	0.004308891948312521
24	how	WRB	0.003063484327867627
24	anyone	NN	0.0023257590364664793
24	everything	NN	0.0018863924778997898
24	when	WRB	0.001572809531353414
25	who	WP	0.4712979793548584
25	what	WP	0.2659247815608978
25	whom	WP	0.09899889677762985
25	that	IN	0.04856489226222038
25	when	WRB	0.017521768808364868
25	how	WRB	0.01161535456776619
25	where	WRB	0.010977586731314659
25	which	WDT	0.00984196737408638
25	about	IN	0.006386166904121637
25	if	IN	0.0034056762233376503
25	of	IN	0.0031129124108701944
25	was	VBD	0.0026297883596271276
25	had	VBD	0.0022956067696213722
25	everything	NN	0.002095154020935297
26	what	WP	0.04095178470015526
26	when	WRB	0.0146943349391222
26	how	WRB	0.007287985645234585
26	who	WP	0.004478952847421169
26	that	IN	0.0041757673025131226
26	as	IN	0.0036496445536613464
26	and	CC	0.002465818077325821
27	what	WP	0.5998462438583374
27	who	WP	0.08285573869943619
27	whom	WP	0.06114237383008003
27	and	CC	0.0535811111330986
27	something	NN	0.042150937020778656
27	everything	NN	0.0358821302652359
27	that	IN	0.02035623788833618
27	which	WDT	0.010296975262463093
27	someone	NN	0.008498173207044601
27	how	WRB	0.005290588829666376
27	things	NNS	0.002072009025141597
27	anything	NN	0.001629429403692484
28	what	WP	0.8965105414390564
28	who	WP	0.05263203755021095
28	that	IN	0.00839871633797884
28	whom	WP	0.006068740505725145
28	where	WRB	0.0055740345269441605
28	whatever	IN	0.004675367847084999
28	everything	NN	0.0032731422688812017
28	something	NN	0.0029852292500436306
28	which	WDT	0.002719696145504713
28	all	PDT	0.0015960413729771972
28	how	WRB	0.0012063723988831043
28	when	WRB	0.0007999812951311469
28	anything	NN	0.0005958061083219945
29	what	WP	0.5896239876747131
29	that	IN	0.11518395692110062
29	something	NN	0.03280581533908844
29	and	CC	0.03260209038853645
29	which	WDT	0.02504717744886875
29	everything	NN	0.010511409491300583
29	who	WP	0.00900962669402361
29	how	WRB	0.006350814830511808
29	but	CC	0.005729136522859335
29	anything	NN	0.005330927204340696
29	whatever	IN	0.005076287779957056
29	when	WRB	0.0040096091106534
30	what	WP	0.9267673492431641
30	that	IN	0.019183095544576645
30	who	WP	0.013911748304963112
30	everything	NN	0.010603776201605797
30	when	WRB	0.004645196720957756
30	how	WRB	0.0034259732346981764
30	whatever	WP	0.0032426456455141306
30	where	WRB	0.0019978045020252466
30	and	CC	0.0018614245345816016
30	all	PDT	0.0014797733165323734
30	which	WDT	0.0014479481615126133
30	something	NN	0.001112640486098826
30	anything	NN	0.0009168948163278401
30	whom	WP	0.0008183775935322046
31	what	WP	0.27330848574638367
31	that	IN	0.14155885577201843
31	who	WP	0.13544997572898865
31	about	IN	0.039044857025146484
31	and	CC	0.02778209000825882
31	which	WDT	0.017897557467222214
31	how	WRB	0.012113471515476704
31	everything	NN	0.012044010683894157
31	whom	WP	0.011534337885677814
31	when	WRB	0.006269701756536961
31	something	NN	0.0062275053933262825
32	what	WP	0.8739727139472961
32	that	IN	0.04123001545667648
32	everything	NN	0.009631805121898651
32	anything	NN	0.007070040330290794
32	something	NN	0.006563962437212467
32	who	WP	0.00606792327016592
32	when	WRB	0.005402363371104002
32	how	WRB	0.0049798861145973206
32	which	WDT	0.0037639441434293985
32	and	CC	0.002803190378472209
32	until	IN	0.00230971397832036
32	whatever	IN	0.002055786782875657
32	about	IN	0.0014102875720709562
33	what	WP	0.9323238134384155
33	who	WP	0.040477950125932693
33	that	IN	0.006652331445366144
33	where	WRB	0.0038506872951984406
33	everything	NN	0.003029047278687358
33	whatever	IN	0.00180295470636338
33	how	WRB	0.0013011732371523976
33	when	WRB	0.0010481782956048846
33	all	PDT	0.0009128329111263156
33	anything	NN	0.000901432242244482
33	about	IN	0.0008696081931702793
33	whom	WP	0.000857220555189997
33	which	WDT	0.0005983207956887782
33	something	NN	0.0005974763771519065
34	that	IN	0.3421652615070343
34	what	WP	0.33347201347351074
34	about	IN	0.058168310672044754
34	which	WDT	0.01357868779450655
34	leaving	VBG	0.012139925733208656
34	who	WP	0.011902234517037868
34	and	CC	0.009737007319927216
34	with	IN	0.009712773375213146
34	having	VBG	0.009435024112462997
34	had	VBD	0.008889596909284592
34	something	NN	0.0064393202774226665
34	seeing	VBG	0.006415873765945435
34	how	WRB	0.005860753823071718
35	what	WP	0.8119572997093201
35	why	WRB	0.04769212380051613
35	how	WRB	0.031555503606796265
35	who	WP	0.016464902088046074
35	that	IN	0.01350119337439537
35	and	CC	0.007928919047117233
35	when	WRB	0.0075232721865177155
35	everything	NN	0.003790434217080474
35	where	WRB	0.003188398899510503
35	as	IN	0.0025781537406146526
35	which	WDT	0.0024768374860286713
35	something	NN	0.002430308610200882
35	but	CC	0.002297302708029747
36	why	WRB	0.09723307192325592
36	and	CC	0.08683865517377853
36	that	IN	0.03344016522169113
36	to	TO	0.015804512426257133
36	what	WP	0.013148553669452667
36	how	WRB	0.006612144410610199
36	with	IN	0.005668208003044128
36	who	WP	0.0038902389351278543
37	what	WP	0.49672451615333557
37	that	IN	0.14159995317459106
37	why	WRB	0.1083233430981636
37	how	WRB	0.07258572429418564
37	which	WDT	0.03760583698749542
37	who	WP	0.03729061409831047
37	where	WRB	0.011687273159623146
37	everything	NN	0.008487218990921974
37	whom	WP	0.007207609713077545
37	when	WRB	0.004754298832267523
37	and	CC	0.003835827810689807
37	all	PDT	0.0020048306323587894
38	what	WP	0.32924985885620117
38	that	IN	0.1359206587076187
38	and	CC	0.13444069027900696
38	something	NN	0.11721742898225784
38	which	WDT	0.0762229859828949
38	but	CC	0.043146148324012756
38	why	WRB	0.018644746392965317
38	things	NNS	0.016994863748550415
38	everything	NN	0.015388297848403454
38	how	WRB	0.004672524519264698
38	anything	NN	0.004414606373757124
38	it	PRP	0.00385540840215981
38	this	DT	0.0038396907038986683
39	what	WP	0.8604156970977783
39	how	WRB	0.11121813207864761
39	who	WP	0.009308121167123318
39	that	IN	0.004315965808928013
39	everything	NN	0.004257798660546541
39	why	WRB	0.002240488538518548
39	where	WRB	0.0014767261454835534
39	which	WDT	0.0009331639157608151
39	and	CC	0.000844231282826513
39	when	WRB	0.0005697314045391977
39	as	IN	0.00047058906056918204
39	whatever	IN	0.00036820335662923753
39	something	NN	0.0002805993426591158
39	whom	WP	0.00026799298939295113
40	what	WP	0.7630699872970581
40	where	WRB	0.1286223828792572
40	who	WP	0.03921100124716759
40	how	WRB	0.02044741064310074
40	all	PDT	0.010218572802841663
40	which	WDT	0.007167360279709101
40	that	IN	0.004167436622083187
40	about	IN	0.0030997798312455416
40	whom	WP	0.003093989798799157
40	why	WRB	0.00304577499628067
40	everything	NN	0.0029697457794100046
40	those	DT	0.0011736255837604403
40	and	CC	0.0007765440386720002
40	the	DT	0.0007530716247856617
40	when	WRB	0.0005645210039801896
