323	17	<eos>
324	0	The
325	1	boss
326	2	slowly
327	3	explained
328	4	what
329	5	the
330	6	designer
331	7	designed
332	8	the
333	9	room
334	10	in
335	11	the
336	12	bar
337	13	during
338	14	the
339	15	holidays
340	16	.
341	17	<eos>
342	0	The
343	1	critic
344	2	gradually
345	3	explained
346	4	what
347	5	the
348	6	painters
349	7	modified
350	8	the
351	9	paintings
352	10	in
353	11	the
354	12	studio
355	13	in
356	14	the
357	15	morning
358	16	.
359	17	<eos>
360	0	The
361	1	cleaner
362	2	obviously
363	3	knew
364	4	why
365	5	the
366	6	resident
367	7	identified
368	8	the
369	9	letters
370	10	in
371	11	the
372	12	hall
373	13	in
374	14	the
375	15	morning
376	16	.
377	17	<eos>
378	0	The
379	1	victim
380	2	clearly
381	3	knew
382	4	why
383	5	the
384	6	murderer
385	7	held
386	8	the
387	9	gun
388	10	in
389	11	the
390	12	hall
391	13	in
392	14	the
393	15	evening
394	16	.
395	17	<eos>
396	0	The
397	1	professor
398	2	totally
399	3	knew
400	4	why
401	5	the
402	6	scientist
403	7	installed
404	8	the
405	9	equipment
406	10	in
407	11	the
408	12	building
409	13	during
410	14	the
411	15	weekend
412	16	.
413	17	<eos>
414	0	The
415	1	policeman
416	2	stupidly
417	3	knew
418	4	why
419	5	the
420	6	butcher
421	7	recognized
422	8	the
423	9	meat
424	10	in
425	11	the
426	12	shop
427	13	in
428	14	the
429	15	morning
430	16	.
431	17	<eos>
432	0	The
433	1	coach
434	2	regrettably
435	3	knew
436	4	why
437	5	the
438	6	pupil
439	7	caught
440	8	the
441	9	ball
442	10	in
443	11	the
444	12	gym
445	13	during
446	14	the
447	15	weekend
448	16	.
449	17	<eos>
450	0	The
451	1	associate
452	2	totally
453	3	knew
454	4	why
455	5	the
456	6	accountant
457	7	unveiled
458	8	the
459	9	documents
460	10	in
461	11	the
462	12	office
463	13	in
464	14	the
465	15	afternoon
466	16	.
467	17	<eos>
468	0	The
469	1	author
470	2	obviously
471	3	knew
472	4	why
473	5	the
474	6	editor
475	7	praised
476	8	the
477	9	novel
478	10	in
479	11	the
480	12	studio
481	13	during
482	14	the
483	15	holidays
484	16	.
485	17	<eos>
486	0	The
487	1	nurse
488	2	almost
489	3	forgot
490	4	why
491	5	the
492	6	dentist
493	7	carried
494	8	the
495	9	acid
496	10	in
497	11	the
498	12	office
499	13	during
500	14	the
501	15	holidays
502	16	.
503	17	<eos>
504	0	The
505	1	assistant
506	2	clearly
507	3	forgot
508	4	why
509	5	the
510	6	economist
511	7	prevented
512	8	the
513	9	fraud
514	10	in
515	11	the
516	12	hall
517	13	in
518	14	the
519	15	morning
520	16	.
521	17	<eos>
522	0	The
523	1	waiter
524	2	gradually
525	3	forgot
526	4	why
527	5	the
528	6	customer
529	7	bought
530	8	the
531	9	beer
532	10	in
533	11	the
534	12	pub
535	13	in
536	14	the
537	15	evening
538	16	.
539	17	<eos>
540	0	The
541	1	drivers
542	2	stupidly
543	3	forgot
544	4	why
545	5	the
546	6	gardener
547	7	saved
548	8	the
549	9	bird
550	10	in
551	11	the
552	12	garden
553	13	during
554	14	the
555	15	weekend
556	16	.
557	17	<eos>
558	0	The
559	1	inspector
560	2	foolishly
561	3	forgot
562	4	why
563	5	the
564	6	prisoner
565	7	discovered
566	8	the
567	9	knife
568	10	in
569	11	the
570	12	cell
571	13	in
572	14	the
573	15	evening
574	16	.
575	17	<eos>
576	0	The
577	1	intern
578	2	stupidly
579	3	forgot
580	4	why
581	5	the
582	6	surgeon
583	7	found
584	8	the
585	9	tissue
586	10	in
587	11	the
588	12	hospital
589	13	in
590	14	the
591	15	evening
592	16	.
593	17	<eos>
594	0	The
595	1	archaeologist
596	2	regrettably
597	3	forgot
598	4	why
599	5	the
600	6	excavator
601	7	ruined
602	8	the
603	9	fossils
604	10	on
605	11	the
606	12	site
607	13	in
608	14	the
609	15	morning
610	16	.
611	17	<eos>
612	0	The
613	1	publisher
614	2	almost
615	3	explained
616	4	why
617	5	the
618	6	writer
619	7	highlighted
620	8	the
621	9	acknowledgement
622	10	in
623	11	the
624	12	study
625	13	during
626	14	the
627	15	weekend
628	16	.
629	17	<eos>
630	0	The
631	1	employer
632	2	totally
633	3	explained
634	4	why
635	5	the
636	6	colleague
637	7	eliminated
638	8	the
639	9	contracts
640	10	in
641	11	the
642	12	building
643	13	in
644	14	the
645	15	morning
646	16	.
647	17	<eos>
648	0	The
649	1	critic
650	2	carefully
651	3	explained
652	4	why
653	5	the
654	6	architect
655	7	destroyed
656	8	the
657	9	house
658	10	on
659	11	the
660	12	site
661	13	during
662	14	the
663	15	holidays
664	16	.
665	17	<eos>
666	0	The
667	1	landlord
668	2	promptly
669	3	explained
670	4	why
671	5	the
672	6	tenant
673	7	ignored
674	8	the
675	9	notice
676	10	in
677	11	the
678	12	house
679	13	in
680	14	the
681	15	afternoon
682	16	.
683	17	<eos>
684	0	The
685	1	boss
686	2	slowly
687	3	explained
688	4	why
689	5	the
690	6	designer
691	7	designed
692	8	the
693	9	room
694	10	in
695	11	the
696	12	bar
697	13	during
698	14	the
699	15	holidays
700	16	.
701	17	<eos>
702	0	The
703	1	critic
704	2	gradually
705	3	explained
706	4	why
707	5	the
708	6	painters
709	7	modified
710	8	the
711	9	paintings
712	10	in
713	11	the
714	12	studio
715	13	in
716	14	the
717	15	morning
718	16	.
719	17	<eos>
720	0	The
721	1	cleaner
722	2	obviously
723	3	knew
724	4	how
725	5	the
726	6	resident
727	7	identified
728	8	the
729	9	letters
730	10	in
731	11	the
732	12	hall
733	13	in
734	14	the
735	15	morning
736	16	.
737	17	<eos>
738	0	The
739	1	victim
740	2	clearly
741	3	knew
742	4	how
743	5	the
744	6	murderer
745	7	held
746	8	the
747	9	gun
748	10	in
749	11	the
750	12	hall
751	13	in
752	14	the
753	15	evening
754	16	.
755	17	<eos>
756	0	The
757	1	professor
758	2	totally
759	3	knew
760	4	how
761	5	the
762	6	scientist
763	7	installed
764	8	the
765	9	equipment
766	10	in
767	11	the
768	12	building
769	13	during
770	14	the
771	15	weekend
772	16	.
773	17	<eos>
774	0	The
775	1	policeman
776	2	stupidly
777	3	knew
778	4	how
779	5	the
780	6	butcher
781	7	recognized
782	8	the
783	9	meat
784	10	in
785	11	the
786	12	shop
787	13	in
788	14	the
789	15	morning
790	16	.
791	17	<eos>
792	0	The
793	1	coach
794	2	regrettably
795	3	knew
796	4	how
797	5	the
798	6	pupil
799	7	caught
800	8	the
801	9	ball
802	10	in
803	11	the
804	12	gym
805	13	during
806	14	the
807	15	weekend
808	16	.
809	17	<eos>
810	0	The
811	1	associate
812	2	totally
813	3	knew
814	4	how
815	5	the
816	6	accountant
817	7	unveiled
818	8	the
819	9	documents
820	10	in
821	11	the
822	12	office
823	13	in
824	14	the
825	15	afternoon
826	16	.
827	17	<eos>
828	0	The
829	1	author
830	2	obviously
831	3	knew
832	4	how
833	5	the
834	6	editor
835	7	praised
836	8	the
837	9	novel
838	10	in
839	11	the
840	12	studio
841	13	during
842	14	the
843	15	holidays
844	16	.
845	17	<eos>
846	0	The
847	1	nurse
848	2	almost
849	3	forgot
850	4	how
851	5	the
852	6	dentist
853	7	carried
854	8	the
855	9	acid
856	10	in
857	11	the
858	12	office
859	13	during
860	14	the
861	15	holidays
862	16	.
863	17	<eos>
864	0	The
865	1	assistant
866	2	clearly
867	3	forgot
868	4	how
869	5	the
870	6	economist
871	7	prevented
872	8	the
873	9	fraud
874	10	in
875	11	the
876	12	hall
877	13	in
878	14	the
879	15	morning
880	16	.
881	17	<eos>
882	0	The
883	1	waiter
884	2	gradually
885	3	forgot
886	4	how
887	5	the
888	6	customer
889	7	bought
890	8	the
891	9	beer
892	10	in
893	11	the
894	12	pub
895	13	in
896	14	the
897	15	evening
898	16	.
899	17	<eos>
900	0	The
901	1	drivers
902	2	stupidly
903	3	forgot
904	4	how
905	5	the
906	6	gardener
907	7	saved
908	8	the
909	9	bird
910	10	in
911	11	the
912	12	garden
913	13	during
914	14	the
915	15	weekend
916	16	.
917	17	<eos>
918	0	The
919	1	inspector
920	2	foolishly
921	3	forgot
922	4	how
923	5	the
924	6	prisoner
925	7	discovered
926	8	the
927	9	knife
928	10	in
929	11	the
930	12	cell
931	13	in
932	14	the
933	15	evening
934	16	.
935	17	<eos>
936	0	The
937	1	intern
938	2	stupidly
939	3	forgot
940	4	how
941	5	the
942	6	surgeon
943	7	found
944	8	the
945	9	tissue
946	10	in
947	11	the
948	12	hospital
949	13	in
950	14	the
951	15	evening
952	16	.
953	17	<eos>
954	0	The
955	1	archaeologist
956	2	regrettably
957	3	forgot
958	4	how
959	5	the
960	6	excavator
961	7	ruined
962	8	the
963	9	fossils
964	10	on
965	11	the
966	12	site
967	13	in
968	14	the
969	15	morning
970	16	.
971	17	<eos>
972	0	The
973	1	publisher
974	2	almost
975	3	explained
976	4	how
977	5	the
978	6	writer
979	7	highlighted
980	8	the
981	9	acknowledgement
982	10	in
983	11	the
984	12	study
985	13	during
986	14	the
987	15	weekend
988	16	.
989	17	<eos>
990	0	The
991	1	employer
992	2	totally
993	3	explained
994	4	how
995	5	the
996	6	colleague
997	7	eliminated
998	8	the
999	9	contracts
1000	10	in
1001	11	the
1002	12	building
1003	13	in
1004	14	the
1005	15	morning
1006	16	.
1007	17	<eos>
1008	0	The
1009	1	critic
1010	2	carefully
1011	3	explained
1012	4	how
1013	5	the
1014	6	architect
1015	7	destroyed
1016	8	the
1017	9	house
1018	10	on
1019	11	the
1020	12	site
1021	13	during
1022	14	the
1023	15	holidays
1024	16	.
1025	17	<eos>
1026	0	The
1027	1	landlord
1028	2	promptly
1029	3	explained
1030	4	how
1031	5	the
1032	6	tenant
1033	7	ignored
1034	8	the
1035	9	notice
1036	10	in
1037	11	the
1038	12	house
1039	13	in
1040	14	the
1041	15	afternoon
1042	16	.
1043	17	<eos>
1044	0	The
1045	1	boss
1046	2	slowly
1047	3	explained
1048	4	how
1049	5	the
1050	6	designer
1051	7	designed
1052	8	the
1053	9	room
1054	10	in
1055	11	the
1056	12	bar
1057	13	during
1058	14	the
1059	15	holidays
1060	16	.
1061	17	<eos>
1062	0	The
1063	1	critic
1064	2	gradually
1065	3	explained
1066	4	how
1067	5	the
1068	6	painters
1069	7	modified
1070	8	the
1071	9	paintings
1072	10	in
1073	11	the
1074	12	studio
1075	13	in
1076	14	the
1077	15	morning
1078	16	.
1079	17	<eos>
1080	0	The
1081	1	cleaner
1082	2	obviously
1083	3	knew
1084	4	when
1085	5	the
1086	6	resident
1087	7	identified
1088	8	the
1089	9	letters
1090	10	in
1091	11	the
1092	12	hall
1093	13	in
1094	14	the
1095	15	morning
1096	16	.
1097	17	<eos>
1098	0	The
1099	1	victim
1100	2	clearly
1101	3	knew
1102	4	when
1103	5	the
1104	6	murderer
1105	7	held
1106	8	the
1107	9	gun
1108	10	in
1109	11	the
1110	12	hall
1111	13	in
1112	14	the
1113	15	evening
1114	16	.
1115	17	<eos>
1116	0	The
1117	1	professor
1118	2	totally
1119	3	knew
1120	4	when
1121	5	the
1122	6	scientist
1123	7	installed
1124	8	the
1125	9	equipment
1126	10	in
1127	11	the
1128	12	building
1129	13	during
1130	14	the
1131	15	weekend
1132	16	.
1133	17	<eos>
1134	0	The
1135	1	policeman
1136	2	stupidly
1137	3	knew
1138	4	when
1139	5	the
1140	6	butcher
1141	7	recognized
1142	8	the
1143	9	meat
1144	10	in
1145	11	the
1146	12	shop
1147	13	in
1148	14	the
1149	15	morning
1150	16	.
1151	17	<eos>
1152	0	The
1153	1	coach
1154	2	regrettably
1155	3	knew
1156	4	when
1157	5	the
1158	6	pupil
1159	7	caught
1160	8	the
1161	9	ball
1162	10	in
1163	11	the
1164	12	gym
1165	13	during
1166	14	the
1167	15	weekend
1168	16	.
1169	17	<eos>
1170	0	The
1171	1	associate
1172	2	totally
1173	3	knew
1174	4	when
1175	5	the
1176	6	accountant
1177	7	unveiled
1178	8	the
1179	9	documents
1180	10	in
1181	11	the
1182	12	office
1183	13	in
1184	14	the
1185	15	afternoon
1186	16	.
1187	17	<eos>
1188	0	The
1189	1	author
1190	2	obviously
1191	3	knew
1192	4	when
1193	5	the
1194	6	editor
1195	7	praised
1196	8	the
1197	9	novel
1198	10	in
1199	11	the
1200	12	studio
1201	13	during
1202	14	the
1203	15	holidays
1204	16	.
1205	17	<eos>
1206	0	The
1207	1	nurse
1208	2	almost
1209	3	forgot
1210	4	when
1211	5	the
1212	6	dentist
1213	7	carried
1214	8	the
1215	9	acid
1216	10	in
1217	11	the
1218	12	office
1219	13	during
1220	14	the
1221	15	holidays
1222	16	.
1223	17	<eos>
1224	0	The
1225	1	assistant
1226	2	clearly
1227	3	forgot
1228	4	when
1229	5	the
1230	6	economist
1231	7	prevented
1232	8	the
1233	9	fraud
1234	10	in
1235	11	the
1236	12	hall
1237	13	in
1238	14	the
1239	15	morning
1240	16	.
1241	17	<eos>
1242	0	The
1243	1	waiter
1244	2	gradually
1245	3	forgot
1246	4	when
1247	5	the
1248	6	customer
1249	7	bought
1250	8	the
1251	9	beer
1252	10	in
1253	11	the
1254	12	pub
1255	13	in
1256	14	the
1257	15	evening
1258	16	.
1259	17	<eos>
1260	0	The
1261	1	drivers
1262	2	stupidly
1263	3	forgot
1264	4	when
1265	5	the
1266	6	gardener
1267	7	saved
1268	8	the
1269	9	bird
1270	10	in
1271	11	the
1272	12	garden
1273	13	during
1274	14	the
1275	15	weekend
1276	16	.
1277	17	<eos>
1278	0	The
1279	1	inspector
1280	2	foolishly
1281	3	forgot
1282	4	when
1283	5	the
1284	6	prisoner
1285	7	discovered
1286	8	the
1287	9	knife
1288	10	in
1289	11	the
1290	12	cell
1291	13	in
1292	14	the
1293	15	evening
1294	16	.
1295	17	<eos>
1296	0	The
1297	1	intern
1298	2	stupidly
1299	3	forgot
1300	4	when
1301	5	the
1302	6	surgeon
1303	7	found
1304	8	the
1305	9	tissue
1306	10	in
1307	11	the
1308	12	hospital
1309	13	in
1310	14	the
1311	15	evening
1312	16	.
1313	17	<eos>
1314	0	The
1315	1	archaeologist
1316	2	regrettably
1317	3	forgot
1318	4	when
1319	5	the
1320	6	excavator
1321	7	ruined
1322	8	the
1323	9	fossils
1324	10	on
1325	11	the
1326	12	site
1327	13	in
1328	14	the
1329	15	morning
1330	16	.
1331	17	<eos>
1332	0	The
1333	1	publisher
1334	2	almost
1335	3	explained
1336	4	when
1337	5	the
1338	6	writer
1339	7	highlighted
1340	8	the
1341	9	acknowledgement
1342	10	in
1343	11	the
1344	12	study
1345	13	during
1346	14	the
1347	15	weekend
1348	16	.
1349	17	<eos>
1350	0	The
1351	1	employer
1352	2	totally
1353	3	explained
1354	4	when
1355	5	the
1356	6	colleague
1357	7	eliminated
1358	8	the
1359	9	contracts
1360	10	in
1361	11	the
1362	12	building
1363	13	in
1364	14	the
1365	15	morning
1366	16	.
1367	17	<eos>
1368	0	The
1369	1	critic
1370	2	carefully
1371	3	explained
1372	4	when
1373	5	the
1374	6	architect
1375	7	destroyed
1376	8	the
1377	9	house
1378	10	on
1379	11	the
1380	12	site
1381	13	during
1382	14	the
1383	15	holidays
1384	16	.
1385	17	<eos>
1386	0	The
1387	1	landlord
1388	2	promptly
1389	3	explained
1390	4	when
1391	5	the
1392	6	tenant
1393	7	ignored
1394	8	the
1395	9	notice
1396	10	in
1397	11	the
1398	12	house
1399	13	in
1400	14	the
1401	15	afternoon
1402	16	.
1403	17	<eos>
1404	0	The
1405	1	boss
1406	2	slowly
1407	3	explained
1408	4	when
1409	5	the
1410	6	designer
1411	7	designed
1412	8	the
1413	9	room
1414	10	in
1415	11	the
1416	12	bar
1417	13	during
1418	14	the
1419	15	holidays
1420	16	.
1421	17	<eos>
1422	0	The
1423	1	critic
1424	2	gradually
1425	3	explained
1426	4	when
1427	5	the
1428	6	painters
1429	7	modified
1430	8	the
1431	9	paintings
1432	10	in
1433	11	the
1434	12	studio
1435	13	in
1436	14	the
1437	15	morning
1438	16	.
1439	17	<eos>
1440	0	The
1441	1	cleaner
1442	2	obviously
1443	3	knew
1444	4	where
1445	5	the
1446	6	resident
1447	7	identified
1448	8	the
1449	9	letters
1450	10	in
1451	11	the
1452	12	hall
1453	13	in
1454	14	the
1455	15	morning
1456	16	.
1457	17	<eos>
1458	0	The
1459	1	victim
1460	2	clearly
1461	3	knew
1462	4	where
1463	5	the
1464	6	murderer
1465	7	held
1466	8	the
1467	9	gun
1468	10	in
1469	11	the
1470	12	hall
1471	13	in
1472	14	the
1473	15	evening
1474	16	.
1475	17	<eos>
1476	0	The
1477	1	professor
1478	2	totally
1479	3	knew
1480	4	where
1481	5	the
1482	6	scientist
1483	7	installed
1484	8	the
1485	9	equipment
1486	10	in
1487	11	the
1488	12	building
1489	13	during
1490	14	the
1491	15	weekend
1492	16	.
1493	17	<eos>
1494	0	The
1495	1	policeman
1496	2	stupidly
1497	3	knew
1498	4	where
1499	5	the
1500	6	butcher
1501	7	recognized
1502	8	the
1503	9	meat
1504	10	in
1505	11	the
1506	12	shop
1507	13	in
1508	14	the
1509	15	morning
1510	16	.
1511	17	<eos>
1512	0	The
1513	1	coach
1514	2	regrettably
1515	3	knew
1516	4	where
1517	5	the
1518	6	pupil
1519	7	caught
1520	8	the
1521	9	ball
1522	10	in
1523	11	the
1524	12	gym
1525	13	during
1526	14	the
1527	15	weekend
1528	16	.
1529	17	<eos>
1530	0	The
1531	1	associate
1532	2	totally
1533	3	knew
1534	4	where
1535	5	the
1536	6	accountant
1537	7	unveiled
1538	8	the
1539	9	documents
1540	10	in
1541	11	the
1542	12	office
1543	13	in
1544	14	the
1545	15	afternoon
1546	16	.
1547	17	<eos>
1548	0	The
1549	1	author
1550	2	obviously
1551	3	knew
1552	4	where
1553	5	the
1554	6	editor
1555	7	praised
1556	8	the
1557	9	novel
1558	10	in
1559	11	the
1560	12	studio
1561	13	during
1562	14	the
1563	15	holidays
1564	16	.
1565	17	<eos>
1566	0	The
1567	1	nurse
1568	2	almost
1569	3	forgot
1570	4	where
1571	5	the
1572	6	dentist
1573	7	carried
1574	8	the
1575	9	acid
1576	10	in
1577	11	the
1578	12	office
1579	13	during
1580	14	the
1581	15	holidays
1582	16	.
1583	17	<eos>
1584	0	The
1585	1	assistant
1586	2	clearly
1587	3	forgot
1588	4	where
1589	5	the
1590	6	economist
1591	7	prevented
1592	8	the
1593	9	fraud
1594	10	in
1595	11	the
1596	12	hall
1597	13	in
1598	14	the
1599	15	morning
1600	16	.
1601	17	<eos>
1602	0	The
1603	1	waiter
1604	2	gradually
1605	3	forgot
1606	4	where
1607	5	the
1608	6	customer
1609	7	bought
1610	8	the
1611	9	beer
1612	10	in
1613	11	the
1614	12	pub
1615	13	in
1616	14	the
1617	15	evening
1618	16	.
1619	17	<eos>
1620	0	The
1621	1	drivers
1622	2	stupidly
1623	3	forgot
1624	4	where
1625	5	the
1626	6	gardener
1627	7	saved
1628	8	the
1629	9	bird
1630	10	in
1631	11	the
1632	12	garden
1633	13	during
1634	14	the
1635	15	weekend
1636	16	.
1637	17	<eos>
1638	0	The
1639	1	inspector
1640	2	foolishly
1641	3	forgot
1642	4	where
1643	5	the
1644	6	prisoner
1645	7	discovered
1646	8	the
1647	9	knife
1648	10	in
1649	11	the
1650	12	cell
1651	13	in
1652	14	the
1653	15	evening
1654	16	.
1655	17	<eos>
1656	0	The
1657	1	intern
1658	2	stupidly
1659	3	forgot
1660	4	where
1661	5	the
1662	6	surgeon
1663	7	found
1664	8	the
1665	9	tissue
1666	10	in
1667	11	the
1668	12	hospital
1669	13	in
1670	14	the
1671	15	evening
1672	16	.
1673	17	<eos>
1674	0	The
1675	1	archaeologist
1676	2	regrettably
1677	3	forgot
1678	4	where
1679	5	the
1680	6	excavator
1681	7	ruined
1682	8	the
1683	9	fossils
1684	10	on
1685	11	the
1686	12	site
1687	13	in
1688	14	the
1689	15	morning
1690	16	.
1691	17	<eos>
1692	0	The
1693	1	publisher
1694	2	almost
1695	3	explained
1696	4	where
1697	5	the
1698	6	writer
1699	7	highlighted
1700	8	the
1701	9	acknowledgement
1702	10	in
1703	11	the
1704	12	study
1705	13	during
1706	14	the
1707	15	weekend
1708	16	.
1709	17	<eos>
1710	0	The
1711	1	employer
1712	2	totally
1713	3	explained
1714	4	where
1715	5	the
1716	6	colleague
1717	7	eliminated
1718	8	the
1719	9	contracts
1720	10	in
1721	11	the
1722	12	building
1723	13	in
1724	14	the
1725	15	morning
1726	16	.
1727	17	<eos>
1728	0	The
1729	1	critic
1730	2	carefully
1731	3	explained
1732	4	where
1733	5	the
1734	6	architect
1735	7	destroyed
1736	8	the
1737	9	house
1738	10	on
1739	11	the
1740	12	site
1741	13	during
1742	14	the
1743	15	holidays
1744	16	.
1745	17	<eos>
1746	0	The
1747	1	landlord
1748	2	promptly
1749	3	explained
1750	4	where
1751	5	the
1752	6	tenant
1753	7	ignored
1754	8	the
1755	9	notice
1756	10	in
1757	11	the
1758	12	house
1759	13	in
1760	14	the
1761	15	afternoon
1762	16	.
1763	17	<eos>
1764	0	The
1765	1	boss
1766	2	slowly
1767	3	explained
1768	4	where
1769	5	the
1770	6	designer
1771	7	designed
1772	8	the
1773	9	room
1774	10	in
1775	11	the
1776	12	bar
1777	13	during
1778	14	the
1779	15	holidays
1780	16	.
1781	17	<eos>
1782	0	The
1783	1	critic
1784	2	gradually
1785	3	explained
1786	4	where
1787	5	the
1788	6	painters
1789	7	modified
1790	8	the
1791	9	paintings
1792	10	in
1793	11	the
1794	12	studio
1795	13	in
1796	14	the
1797	15	morning
1798	16	.
1799	17	<eos>
1800	0	The
1801	1	cleaner
1802	2	obviously
1803	3	knew
1804	4	what
1805	5	the
1806	6	resident
1807	7	identified
1808	8	in
1809	9	the
1810	10	hall
1811	11	in
1812	12	the
1813	13	morning
1814	14	.
1815	15	<eos>
1816	0	The
1817	1	victim
1818	2	clearly
1819	3	knew
1820	4	what
1821	5	the
1822	6	murderer
1823	7	held
1824	8	in
1825	9	the
1826	10	hall
1827	11	in
1828	12	the
1829	13	evening
1830	14	.
1831	15	<eos>
1832	0	The
1833	1	professor
1834	2	totally
1835	3	knew
1836	4	what
1837	5	the
1838	6	scientist
1839	7	installed
1840	8	in
1841	9	the
1842	10	building
1843	11	during
1844	12	the
1845	13	weekend
1846	14	.
1847	15	<eos>
1848	0	The
1849	1	policeman
1850	2	stupidly
1851	3	knew
1852	4	what
1853	5	the
1854	6	butcher
1855	7	recognized
1856	8	in
1857	9	the
1858	10	shop
1859	11	in
1860	12	the
1861	13	morning
1862	14	.
1863	15	<eos>
1864	0	The
1865	1	coach
1866	2	regrettably
1867	3	knew
1868	4	what
1869	5	the
1870	6	pupil
1871	7	caught
1872	8	in
1873	9	the
1874	10	gym
1875	11	during
1876	12	the
1877	13	weekend
1878	14	.
1879	15	<eos>
1880	0	The
1881	1	associate
1882	2	totally
1883	3	knew
1884	4	what
1885	5	the
1886	6	accountant
1887	7	unveiled
1888	8	in
1889	9	the
1890	10	office
1891	11	in
1892	12	the
1893	13	afternoon
1894	14	.
1895	15	<eos>
1896	0	The
1897	1	author
1898	2	obviously
1899	3	knew
1900	4	what
1901	5	the
1902	6	editor
1903	7	praised
1904	8	in
1905	9	the
1906	10	studio
1907	11	during
1908	12	the
1909	13	holidays
1910	14	.
1911	15	<eos>
1912	0	The
1913	1	nurse
1914	2	almost
1915	3	forgot
