sentence_index,word_index,word,surprisal,model,condition,global_condition
1,15,in,8.989290237426758,gpt2_supr,that-no-gap,global
1,16,the,1.9937554597854616,gpt2_supr,that-no-gap,global
1,17,evening,6.091911792755127,gpt2_supr,that-no-gap,global
1,18,.,12.827279090881348,gpt2_supr,that-no-gap,non-global
2,0,The,0.0,gpt2_supr,that-no-gap,non-global
2,1,professor,13.283145904541016,gpt2_supr,that-no-gap,non-global
2,2,totally,16.5474853515625,gpt2_supr,that-no-gap,non-global
2,3,knew,6.66673469543457,gpt2_supr,that-no-gap,non-global
2,4,that,4.983978748321533,gpt2_supr,that-no-gap,non-global
2,5,the,3.5162036418914795,gpt2_supr,that-no-gap,global
2,6,scientist,12.146632194519045,gpt2_supr,that-no-gap,global
2,7,instructed,15.974579811096191,gpt2_supr,that-no-gap,global
2,8,the,4.057319641113281,gpt2_supr,that-no-gap,global
2,9,teams,13.383544921875,gpt2_supr,that-no-gap,global
2,10,of,3.4300661087036133,gpt2_supr,that-no-gap,global
2,11,students,3.7835536003112793,gpt2_supr,that-no-gap,global
2,12,in,4.70360803604126,gpt2_supr,that-no-gap,global
2,13,the,2.0048828125,gpt2_supr,that-no-gap,global
2,14,building,8.18247127532959,gpt2_supr,that-no-gap,global
2,15,during,9.06995677947998,gpt2_supr,that-no-gap,global
2,16,the,1.083225965499878,gpt2_supr,that-no-gap,global
2,17,weekend,8.625933647155762,gpt2_supr,that-no-gap,global
2,18,.,12.113569259643556,gpt2_supr,that-no-gap,non-global
3,0,The,0.0,gpt2_supr,that-no-gap,non-global
3,1,policeman,16.035429000854492,gpt2_supr,that-no-gap,non-global
3,2,stupidly,19.21550178527832,gpt2_supr,that-no-gap,non-global
3,3,knew,11.7320556640625,gpt2_supr,that-no-gap,non-global
3,4,that,2.1803252696990967,gpt2_supr,that-no-gap,non-global
3,5,the,3.0042028427124023,gpt2_supr,that-no-gap,global
3,6,butcher,15.647738456726074,gpt2_supr,that-no-gap,global
3,7,recognized,15.22930908203125,gpt2_supr,that-no-gap,global
3,8,the,3.235435962677002,gpt2_supr,that-no-gap,global
3,9,tin,13.917009353637695,gpt2_supr,that-no-gap,global
3,10,of,4.812826156616211,gpt2_supr,that-no-gap,global
3,11,meat,4.065956592559815,gpt2_supr,that-no-gap,global
3,12,in,3.817598581314087,gpt2_supr,that-no-gap,global
3,13,the,1.3052847385406494,gpt2_supr,that-no-gap,global
3,14,shop,4.824268817901611,gpt2_supr,that-no-gap,global
3,15,in,7.736461639404297,gpt2_supr,that-no-gap,global
3,16,the,2.330901861190796,gpt2_supr,that-no-gap,global
3,17,morning,4.532038688659668,gpt2_supr,that-no-gap,global
3,18,.,11.722984313964844,gpt2_supr,that-no-gap,non-global
4,0,The,0.0,gpt2_supr,that-no-gap,non-global
4,1,coach,13.216989517211914,gpt2_supr,that-no-gap,non-global
4,2,regrettably,21.84473991394043,gpt2_supr,that-no-gap,non-global
4,3,knew,9.119287490844728,gpt2_supr,that-no-gap,non-global
4,4,that,2.323894023895264,gpt2_supr,that-no-gap,non-global
4,5,the,3.212360143661499,gpt2_supr,that-no-gap,global
4,6,pupil,12.289905548095703,gpt2_supr,that-no-gap,global
4,7,indicated,14.551383018493652,gpt2_supr,that-no-gap,global
4,8,the,5.634715557098389,gpt2_supr,that-no-gap,global
4,9,block,14.58105182647705,gpt2_supr,that-no-gap,global
4,10,of,3.21666955947876,gpt2_supr,that-no-gap,global
4,11,text,7.774138927459717,gpt2_supr,that-no-gap,global
4,12,in,3.9020819664001465,gpt2_supr,that-no-gap,global
4,13,the,2.0948269367218018,gpt2_supr,that-no-gap,global
4,14,study,9.944452285766602,gpt2_supr,that-no-gap,global
4,15,during,8.821259498596191,gpt2_supr,that-no-gap,global
4,16,the,1.5815398693084717,gpt2_supr,that-no-gap,global
4,17,weekend,11.660353660583496,gpt2_supr,that-no-gap,global
4,18,.,11.54955768585205,gpt2_supr,that-no-gap,non-global
5,0,The,0.0,gpt2_supr,that-no-gap,non-global
5,1,associate,17.001256942749023,gpt2_supr,that-no-gap,non-global
5,2,obviously,18.43759155273437,gpt2_supr,that-no-gap,non-global
5,3,knew,4.732955455780029,gpt2_supr,that-no-gap,non-global
5,4,that,3.139204978942871,gpt2_supr,that-no-gap,non-global
5,5,the,3.2234528064727783,gpt2_supr,that-no-gap,global
5,6,accountant,14.072806358337402,gpt2_supr,that-no-gap,global
5,7,hid,14.52263069152832,gpt2_supr,that-no-gap,global
5,8,the,2.3399736881256104,gpt2_supr,that-no-gap,global
5,9,pile,14.239909172058104,gpt2_supr,that-no-gap,global
5,10,of,0.1696057766675949,gpt2_supr,that-no-gap,global
5,11,documents,5.135918617248535,gpt2_supr,that-no-gap,global
5,12,in,2.459860324859619,gpt2_supr,that-no-gap,global
5,13,the,1.7173848152160645,gpt2_supr,that-no-gap,global
5,14,office,4.342368125915527,gpt2_supr,that-no-gap,global
5,15,in,5.636806488037109,gpt2_supr,that-no-gap,global
5,16,the,3.0077009201049805,gpt2_supr,that-no-gap,global
5,17,afternoon,9.797889709472656,gpt2_supr,that-no-gap,global
5,18,.,11.951542854309082,gpt2_supr,that-no-gap,non-global
6,0,The,0.0,gpt2_supr,that-no-gap,non-global
6,1,author,10.091313362121582,gpt2_supr,that-no-gap,non-global
6,2,regrettably,19.163402557373047,gpt2_supr,that-no-gap,non-global
6,3,knew,9.731768608093262,gpt2_supr,that-no-gap,non-global
6,4,that,2.2526535987854004,gpt2_supr,that-no-gap,non-global
6,5,the,3.302439451217652,gpt2_supr,that-no-gap,global
6,6,editor,10.223958015441896,gpt2_supr,that-no-gap,global
6,7,recorded,16.151966094970703,gpt2_supr,that-no-gap,global
6,8,the,2.424894094467163,gpt2_supr,that-no-gap,global
6,9,techniques,15.622810363769531,gpt2_supr,that-no-gap,global
6,10,of,2.6773900985717773,gpt2_supr,that-no-gap,global
6,11,painting,9.049612045288086,gpt2_supr,that-no-gap,global
6,12,in,3.7469401359558105,gpt2_supr,that-no-gap,global
6,13,the,2.4527876377105717,gpt2_supr,that-no-gap,global
6,14,studio,4.810281276702881,gpt2_supr,that-no-gap,global
6,15,during,6.548150539398193,gpt2_supr,that-no-gap,global
6,16,the,1.4328172206878662,gpt2_supr,that-no-gap,global
6,17,holidays,12.135332107543944,gpt2_supr,that-no-gap,global
6,18,.,11.259466171264648,gpt2_supr,that-no-gap,non-global
7,0,The,0.0,gpt2_supr,that-no-gap,non-global
7,1,applicant,15.691343307495115,gpt2_supr,that-no-gap,non-global
7,2,almost,17.198396682739258,gpt2_supr,that-no-gap,non-global
7,3,forgot,8.983743667602539,gpt2_supr,that-no-gap,non-global
7,4,that,3.133443117141724,gpt2_supr,that-no-gap,non-global
7,5,the,3.3416550159454346,gpt2_supr,that-no-gap,global
7,6,dentist,12.627357482910156,gpt2_supr,that-no-gap,global
7,7,dropped,12.441852569580078,gpt2_supr,that-no-gap,global
7,8,the,3.113715887069702,gpt2_supr,that-no-gap,global
7,9,samples,13.604666709899902,gpt2_supr,that-no-gap,global
7,10,of,3.020620107650757,gpt2_supr,that-no-gap,global
7,11,acid,10.08670139312744,gpt2_supr,that-no-gap,global
7,12,in,2.093100070953369,gpt2_supr,that-no-gap,global
7,13,the,1.4652096033096311,gpt2_supr,that-no-gap,global
7,14,laboratory,9.854133605957031,gpt2_supr,that-no-gap,global
7,15,during,7.232280731201172,gpt2_supr,that-no-gap,global
7,16,the,0.947371780872345,gpt2_supr,that-no-gap,global
7,17,holidays,15.095956802368164,gpt2_supr,that-no-gap,global
7,18,.,9.87393283843994,gpt2_supr,that-no-gap,non-global
8,0,The,0.0,gpt2_supr,that-no-gap,non-global
8,1,assistant,14.236419677734377,gpt2_supr,that-no-gap,non-global
8,2,clearly,16.625452041625977,gpt2_supr,that-no-gap,non-global
8,3,forgot,11.417880058288574,gpt2_supr,that-no-gap,non-global
8,4,that,3.113166332244873,gpt2_supr,that-no-gap,non-global
8,5,the,3.2931694984436035,gpt2_supr,that-no-gap,global
8,6,economist,16.640499114990234,gpt2_supr,that-no-gap,global
8,7,encouraged,15.383122444152832,gpt2_supr,that-no-gap,global
8,8,the,3.5997798442840576,gpt2_supr,that-no-gap,global
8,9,gang,12.825559616088867,gpt2_supr,that-no-gap,global
8,10,of,5.2491984367370605,gpt2_supr,that-no-gap,global
8,11,investors,9.886218070983888,gpt2_supr,that-no-gap,global
8,12,in,5.194185733795166,gpt2_supr,that-no-gap,global
8,13,the,2.081851005554199,gpt2_supr,that-no-gap,global
8,14,hall,11.860177040100098,gpt2_supr,that-no-gap,global
8,15,in,6.719629764556885,gpt2_supr,that-no-gap,global
8,16,the,2.507840156555176,gpt2_supr,that-no-gap,global
8,17,morning,5.767394542694092,gpt2_supr,that-no-gap,global
8,18,.,11.686307907104492,gpt2_supr,that-no-gap,non-global
9,0,The,0.0,gpt2_supr,that-no-gap,non-global
9,1,waiter,16.28982162475586,gpt2_supr,that-no-gap,non-global
9,2,gradually,16.131105422973633,gpt2_supr,that-no-gap,non-global
9,3,forgot,10.9144287109375,gpt2_supr,that-no-gap,non-global
9,4,that,4.009247303009033,gpt2_supr,that-no-gap,non-global
9,5,the,3.458976030349731,gpt2_supr,that-no-gap,global
9,6,customer,6.917399883270264,gpt2_supr,that-no-gap,global
9,7,drank,13.46296501159668,gpt2_supr,that-no-gap,global
9,8,the,3.567965269088745,gpt2_supr,that-no-gap,global
9,9,barrel,14.725194931030272,gpt2_supr,that-no-gap,global
9,10,of,0.6159274578094482,gpt2_supr,that-no-gap,global
9,11,beer,2.468695163726806,gpt2_supr,that-no-gap,global
9,12,in,4.402562141418457,gpt2_supr,that-no-gap,global
9,13,the,2.1407291889190674,gpt2_supr,that-no-gap,global
9,14,pub,7.892303943634033,gpt2_supr,that-no-gap,global
9,15,in,6.620721340179443,gpt2_supr,that-no-gap,global
9,16,the,1.7342216968536377,gpt2_supr,that-no-gap,global
9,17,evening,7.008005619049072,gpt2_supr,that-no-gap,global
9,18,.,11.346338272094728,gpt2_supr,that-no-gap,non-global
10,0,The,0.0,gpt2_supr,that-no-gap,non-global
10,1,drivers,14.505780220031738,gpt2_supr,that-no-gap,non-global
10,2,stupidly,17.553110122680664,gpt2_supr,that-no-gap,non-global
10,3,forgot,6.268310546875,gpt2_supr,that-no-gap,non-global
10,4,that,3.65331768989563,gpt2_supr,that-no-gap,non-global
10,5,the,3.068599939346313,gpt2_supr,that-no-gap,global
10,6,gardener,16.504222869873047,gpt2_supr,that-no-gap,global
10,7,built,11.021989822387695,gpt2_supr,that-no-gap,global
10,8,the,2.2653071880340576,gpt2_supr,that-no-gap,global
10,9,structures,11.650530815124512,gpt2_supr,that-no-gap,global
10,10,of,5.944259166717529,gpt2_supr,that-no-gap,global
10,11,steel,11.547182083129885,gpt2_supr,that-no-gap,global
10,12,in,6.214117527008057,gpt2_supr,that-no-gap,global
10,13,the,1.606724500656128,gpt2_supr,that-no-gap,global
10,14,garden,6.009350299835205,gpt2_supr,that-no-gap,global
10,15,during,7.889362812042236,gpt2_supr,that-no-gap,global
10,16,the,1.135949969291687,gpt2_supr,that-no-gap,global
10,17,weekend,8.8015718460083,gpt2_supr,that-no-gap,global
10,18,.,9.13545036315918,gpt2_supr,that-no-gap,non-global
11,0,The,0.0,gpt2_supr,that-no-gap,non-global
11,1,inspector,15.035024642944336,gpt2_supr,that-no-gap,non-global
11,2,foolishly,23.275901794433597,gpt2_supr,that-no-gap,non-global
11,3,forgot,7.233493804931641,gpt2_supr,that-no-gap,non-global
11,4,that,3.461577892303467,gpt2_supr,that-no-gap,non-global
11,5,the,2.8876993656158447,gpt2_supr,that-no-gap,global
11,6,prisoner,12.62841796875,gpt2_supr,that-no-gap,global
11,7,discovered,13.3173246383667,gpt2_supr,that-no-gap,global
11,8,the,2.292009115219116,gpt2_supr,that-no-gap,global
11,9,sheet,11.83348274230957,gpt2_supr,that-no-gap,global
11,10,of,2.794511556625366,gpt2_supr,that-no-gap,global
11,11,plastic,8.86743450164795,gpt2_supr,that-no-gap,global
11,12,in,3.6097724437713614,gpt2_supr,that-no-gap,global
11,13,the,1.4673107862472534,gpt2_supr,that-no-gap,global
11,14,cell,4.520201683044434,gpt2_supr,that-no-gap,global
11,15,in,6.224509239196777,gpt2_supr,that-no-gap,global
11,16,the,1.710381269454956,gpt2_supr,that-no-gap,global
11,17,evening,8.991804122924805,gpt2_supr,that-no-gap,global
11,18,.,11.27597999572754,gpt2_supr,that-no-gap,non-global
12,0,The,0.0,gpt2_supr,that-no-gap,non-global
12,1,engineer,15.022146224975586,gpt2_supr,that-no-gap,non-global
12,2,stupidly,18.2403507232666,gpt2_supr,that-no-gap,non-global
12,3,forgot,5.396956920623779,gpt2_supr,that-no-gap,non-global
12,4,that,3.648643493652344,gpt2_supr,that-no-gap,non-global
12,5,the,2.7765867710113525,gpt2_supr,that-no-gap,global
12,6,surgeon,14.982439994812012,gpt2_supr,that-no-gap,global
12,7,created,11.396031379699709,gpt2_supr,that-no-gap,global
12,8,the,1.97205114364624,gpt2_supr,that-no-gap,global
12,9,layer,13.789724349975586,gpt2_supr,that-no-gap,global
12,10,of,0.9079431295394896,gpt2_supr,that-no-gap,global
12,11,tissue,5.700111389160156,gpt2_supr,that-no-gap,global
12,12,in,3.9587011337280273,gpt2_supr,that-no-gap,global
12,13,the,1.2466753721237185,gpt2_supr,that-no-gap,global
12,14,hospital,8.244640350341797,gpt2_supr,that-no-gap,global
12,15,in,6.197883605957031,gpt2_supr,that-no-gap,global
12,16,the,0.9026849269866944,gpt2_supr,that-no-gap,global
12,17,evening,15.06636905670166,gpt2_supr,that-no-gap,global
12,18,.,10.987943649291992,gpt2_supr,that-no-gap,non-global
13,0,The,0.0,gpt2_supr,that-no-gap,non-global
13,1,archaeologist,16.70294761657715,gpt2_supr,that-no-gap,non-global
13,2,regrettably,21.113201141357425,gpt2_supr,that-no-gap,non-global
13,3,forgot,5.794313430786133,gpt2_supr,that-no-gap,non-global
13,4,that,3.4162938594818115,gpt2_supr,that-no-gap,non-global
13,5,the,2.838931083679199,gpt2_supr,that-no-gap,global
13,6,excavator,9.232494354248049,gpt2_supr,that-no-gap,global
13,7,found,9.750187873840332,gpt2_supr,that-no-gap,global
13,8,the,2.524618864059448,gpt2_supr,that-no-gap,global
13,9,group,11.76151180267334,gpt2_supr,that-no-gap,global
13,10,of,1.5517842769622805,gpt2_supr,that-no-gap,global
13,11,fossils,9.515623092651367,gpt2_supr,that-no-gap,global
13,12,on,4.931227684020996,gpt2_supr,that-no-gap,global
13,13,the,0.9721088409423828,gpt2_supr,that-no-gap,global
13,14,site,4.558689594268799,gpt2_supr,that-no-gap,global
13,15,in,4.2181806564331055,gpt2_supr,that-no-gap,global
13,16,the,2.3774659633636475,gpt2_supr,that-no-gap,global
13,17,morning,8.90444278717041,gpt2_supr,that-no-gap,global
13,18,.,10.018132209777832,gpt2_supr,that-no-gap,non-global
14,0,The,0.0,gpt2_supr,that-no-gap,non-global
14,1,publisher,13.935882568359377,gpt2_supr,that-no-gap,non-global
14,2,almost,15.611283302307127,gpt2_supr,that-no-gap,non-global
14,3,explained,14.15142822265625,gpt2_supr,that-no-gap,non-global
14,4,that,5.247007846832275,gpt2_supr,that-no-gap,non-global
14,5,the,2.7200913429260254,gpt2_supr,that-no-gap,global
14,6,writer,10.306550979614258,gpt2_supr,that-no-gap,global
14,7,represented,13.57144260406494,gpt2_supr,that-no-gap,global
14,8,the,3.0710108280181885,gpt2_supr,that-no-gap,global
14,9,code,13.395641326904297,gpt2_supr,that-no-gap,global
14,10,of,1.979735374450684,gpt2_supr,that-no-gap,global
14,11,conduct,1.2001115083694458,gpt2_supr,that-no-gap,global
14,12,in,4.470530033111572,gpt2_supr,that-no-gap,global
14,13,the,2.340386867523194,gpt2_supr,that-no-gap,global
14,14,text,7.795798778533936,gpt2_supr,that-no-gap,global
14,15,during,10.742955207824709,gpt2_supr,that-no-gap,global
14,16,the,1.6692585945129397,gpt2_supr,that-no-gap,global
14,17,weekend,10.348605155944824,gpt2_supr,that-no-gap,global
14,18,.,10.117730140686035,gpt2_supr,that-no-gap,non-global
15,0,The,0.0,gpt2_supr,that-no-gap,non-global
15,1,employer,15.666671752929688,gpt2_supr,that-no-gap,non-global
15,2,totally,17.34709930419922,gpt2_supr,that-no-gap,non-global
15,3,explained,11.74344253540039,gpt2_supr,that-no-gap,non-global
15,4,that,4.667156219482422,gpt2_supr,that-no-gap,non-global
15,5,the,3.300915241241455,gpt2_supr,that-no-gap,global
15,6,colleague,13.61948013305664,gpt2_supr,that-no-gap,global
15,7,presented,11.86060619354248,gpt2_supr,that-no-gap,global
15,8,the,3.94795298576355,gpt2_supr,that-no-gap,global
15,9,copies,15.445414543151855,gpt2_supr,that-no-gap,global
15,10,of,0.8617035150527954,gpt2_supr,that-no-gap,global
15,11,contracts,10.814785957336426,gpt2_supr,that-no-gap,global
15,12,in,4.622851848602295,gpt2_supr,that-no-gap,global
15,13,the,2.8710062503814697,gpt2_supr,that-no-gap,global
15,14,building,9.347291946411133,gpt2_supr,that-no-gap,global
15,15,in,5.368283271789551,gpt2_supr,that-no-gap,global
15,16,the,3.4396328926086426,gpt2_supr,that-no-gap,global
15,17,morning,5.845478534698486,gpt2_supr,that-no-gap,global
15,18,.,11.93046760559082,gpt2_supr,that-no-gap,non-global
16,0,The,0.0,gpt2_supr,that-no-gap,non-global
16,1,critic,16.8335018157959,gpt2_supr,that-no-gap,non-global
16,2,carefully,16.070783615112305,gpt2_supr,that-no-gap,non-global
16,3,explained,7.674079418182373,gpt2_supr,that-no-gap,non-global
16,4,that,2.1140835285186768,gpt2_supr,that-no-gap,non-global
16,5,the,2.505039691925049,gpt2_supr,that-no-gap,global
16,6,architect,13.127256393432615,gpt2_supr,that-no-gap,global
16,7,designed,9.959726333618164,gpt2_supr,that-no-gap,global
16,8,the,1.1588977575302124,gpt2_supr,that-no-gap,global
16,9,suite,12.046161651611328,gpt2_supr,that-no-gap,global
16,10,of,2.5249111652374268,gpt2_supr,that-no-gap,global
16,11,rooms,4.216915130615234,gpt2_supr,that-no-gap,global
16,12,in,2.9616711139678955,gpt2_supr,that-no-gap,global
16,13,the,1.6585569381713867,gpt2_supr,that-no-gap,global
16,14,Philippines,14.522347450256348,gpt2_supr,that-no-gap,global
16,15,during,8.724255561828613,gpt2_supr,that-no-gap,global
16,16,the,1.3733253479003906,gpt2_supr,that-no-gap,global
16,17,holidays,13.308760643005373,gpt2_supr,that-no-gap,global
16,18,.,13.253911972045898,gpt2_supr,that-no-gap,non-global
17,0,The,0.0,gpt2_supr,that-no-gap,non-global
17,1,landlord,14.06236743927002,gpt2_supr,that-no-gap,non-global
17,2,promptly,14.48781681060791,gpt2_supr,that-no-gap,non-global
17,3,explained,10.139906883239746,gpt2_supr,that-no-gap,non-global
17,4,that,1.1548261642456057,gpt2_supr,that-no-gap,non-global
17,5,the,2.066373109817505,gpt2_supr,that-no-gap,global
17,6,photographer,13.944558143615724,gpt2_supr,that-no-gap,global
17,7,removed,12.335129737854004,gpt2_supr,that-no-gap,global
17,8,the,1.4137800931930542,gpt2_supr,that-no-gap,global
17,9,box,9.682849884033203,gpt2_supr,that-no-gap,global
17,10,of,2.2134032249450684,gpt2_supr,that-no-gap,global
17,11,cash,10.761788368225098,gpt2_supr,that-no-gap,global
17,12,in,4.85448694229126,gpt2_supr,that-no-gap,global
17,13,the,2.11194396018982,gpt2_supr,that-no-gap,global
17,14,house,6.169737815856934,gpt2_supr,that-no-gap,global
17,15,in,5.383932590484619,gpt2_supr,that-no-gap,global
17,16,the,3.300072193145752,gpt2_supr,that-no-gap,global
17,17,afternoon,7.15726375579834,gpt2_supr,that-no-gap,global
17,18,.,13.6579008102417,gpt2_supr,that-no-gap,non-global
18,0,The,0.0,gpt2_supr,that-no-gap,non-global
18,1,boss,12.989322662353516,gpt2_supr,that-no-gap,non-global
18,2,slowly,18.90482521057129,gpt2_supr,that-no-gap,non-global
18,3,explained,10.449660301208496,gpt2_supr,that-no-gap,non-global
18,4,that,3.5120015144348145,gpt2_supr,that-no-gap,non-global
18,5,the,2.571570634841919,gpt2_supr,that-no-gap,global
18,6,journalist,14.334047317504885,gpt2_supr,that-no-gap,global
18,7,ordered,13.701282501220703,gpt2_supr,that-no-gap,global
18,8,the,2.7666335105896,gpt2_supr,that-no-gap,global
18,9,drink,10.83728313446045,gpt2_supr,that-no-gap,global
18,10,of,8.525240898132324,gpt2_supr,that-no-gap,global
18,11,wine,7.334034442901611,gpt2_supr,that-no-gap,global
18,12,in,4.771190166473389,gpt2_supr,that-no-gap,global
18,13,the,2.2587215900421143,gpt2_supr,that-no-gap,global
18,14,bar,6.121236324310303,gpt2_supr,that-no-gap,global
18,15,during,7.1704511642456055,gpt2_supr,that-no-gap,global
18,16,the,1.6356874704360962,gpt2_supr,that-no-gap,global
18,17,holidays,12.136157035827637,gpt2_supr,that-no-gap,global
18,18,.,11.852949142456056,gpt2_supr,that-no-gap,non-global
19,0,The,0.0,gpt2_supr,that-no-gap,non-global
19,1,critic,16.8335018157959,gpt2_supr,that-no-gap,non-global
19,2,gradually,17.747650146484375,gpt2_supr,that-no-gap,non-global
19,3,explained,9.988102912902832,gpt2_supr,that-no-gap,non-global
19,4,that,2.2459609508514404,gpt2_supr,that-no-gap,non-global
19,5,the,2.4249796867370605,gpt2_supr,that-no-gap,global
19,6,guests,15.199533462524414,gpt2_supr,that-no-gap,global
19,7,consulted,13.973692893981934,gpt2_supr,that-no-gap,global
19,8,the,4.066971778869629,gpt2_supr,that-no-gap,global
19,9,index,12.170049667358398,gpt2_supr,that-no-gap,global
19,10,of,2.1807572841644287,gpt2_supr,that-no-gap,global
19,11,records,12.262873649597168,gpt2_supr,that-no-gap,global
19,12,in,4.177204608917236,gpt2_supr,that-no-gap,global
19,13,the,1.4768115282058716,gpt2_supr,that-no-gap,global
19,14,village,10.161909103393556,gpt2_supr,that-no-gap,global
19,15,in,6.099113941192627,gpt2_supr,that-no-gap,global
19,16,the,3.210521936416626,gpt2_supr,that-no-gap,global
19,17,morning,4.286452293395996,gpt2_supr,that-no-gap,global
19,18,.,12.32497215270996,gpt2_supr,that-no-gap,non-global
20,0,The,0.0,gpt2_supr,why-no-gap,non-global
20,1,cleaner,18.0574893951416,gpt2_supr,why-no-gap,non-global
20,2,obviously,13.950350761413574,gpt2_supr,why-no-gap,non-global
20,3,knew,5.0480637550354,gpt2_supr,why-no-gap,non-global
20,4,why,8.346628189086914,gpt2_supr,why-no-gap,non-global
20,5,the,3.473863363265991,gpt2_supr,why-no-gap,global
20,6,resident,12.003851890563965,gpt2_supr,why-no-gap,global
20,7,identified,12.673479080200195,gpt2_supr,why-no-gap,global
20,8,the,3.95065975189209,gpt2_supr,why-no-gap,global
20,9,chest,14.141312599182127,gpt2_supr,why-no-gap,global
20,10,of,4.777638912200928,gpt2_supr,why-no-gap,global
20,11,documents,11.795171737670898,gpt2_supr,why-no-gap,global
20,12,in,4.166746139526367,gpt2_supr,why-no-gap,global
20,13,the,1.3337329626083374,gpt2_supr,why-no-gap,global
20,14,hall,10.90937614440918,gpt2_supr,why-no-gap,global
20,15,in,5.99765157699585,gpt2_supr,why-no-gap,global
20,16,the,1.701855182647705,gpt2_supr,why-no-gap,global
20,17,morning,6.609828472137451,gpt2_supr,why-no-gap,global
20,18,.,11.76364040374756,gpt2_supr,why-no-gap,non-global
21,0,The,0.0,gpt2_supr,why-no-gap,non-global
21,1,victim,11.845145225524902,gpt2_supr,why-no-gap,non-global
21,2,clearly,13.884114265441896,gpt2_supr,why-no-gap,non-global
21,3,knew,4.918805122375488,gpt2_supr,why-no-gap,non-global
21,4,why,7.472538948059082,gpt2_supr,why-no-gap,non-global
21,5,the,4.024818420410156,gpt2_supr,why-no-gap,global
21,6,murderer,9.127211570739746,gpt2_supr,why-no-gap,global
21,7,noticed,14.40457248687744,gpt2_supr,why-no-gap,global
21,8,the,4.133660316467285,gpt2_supr,why-no-gap,global
21,9,pool,12.402618408203123,gpt2_supr,why-no-gap,global
21,10,of,2.4317197799682617,gpt2_supr,why-no-gap,global
21,11,blood,0.103269413113594,gpt2_supr,why-no-gap,global
21,12,in,2.803260087966919,gpt2_supr,why-no-gap,global
21,13,the,0.8211555480957031,gpt2_supr,why-no-gap,global
21,14,prison,13.472888946533203,gpt2_supr,why-no-gap,global
21,15,in,9.139220237731934,gpt2_supr,why-no-gap,global
21,16,the,1.5232778787612915,gpt2_supr,why-no-gap,global
21,17,evening,7.150115966796875,gpt2_supr,why-no-gap,global
21,18,.,12.33916473388672,gpt2_supr,why-no-gap,non-global
22,0,The,0.0,gpt2_supr,why-no-gap,non-global
22,1,professor,13.283145904541016,gpt2_supr,why-no-gap,non-global
22,2,totally,16.5474853515625,gpt2_supr,why-no-gap,non-global
22,3,knew,6.66673469543457,gpt2_supr,why-no-gap,non-global
22,4,why,6.85805606842041,gpt2_supr,why-no-gap,non-global
22,5,the,3.7644333839416495,gpt2_supr,why-no-gap,global
22,6,scientist,12.19460105895996,gpt2_supr,why-no-gap,global
22,7,instructed,14.650639533996582,gpt2_supr,why-no-gap,global
22,8,the,3.3927581310272217,gpt2_supr,why-no-gap,global
22,9,teams,12.481501579284668,gpt2_supr,why-no-gap,global
22,10,of,3.558432102203369,gpt2_supr,why-no-gap,global
22,11,students,3.731610774993897,gpt2_supr,why-no-gap,global
22,12,in,4.786279678344727,gpt2_supr,why-no-gap,global
22,13,the,1.9440044164657595,gpt2_supr,why-no-gap,global
