318	1	victim
319	2	clearly
320	3	knew
321	4	which
322	5	gun
323	6	the
324	7	murderer
325	8	held
326	9	in
327	10	the
328	11	evening
329	12	.
330	13	<eos>
331	0	The
332	1	professor
333	2	totally
334	3	knew
335	4	which
336	5	equipment
337	6	the
338	7	scientist
339	8	installed
340	9	during
341	10	the
342	11	weekend
343	12	.
344	13	<eos>
345	0	The
346	1	policeman
347	2	stupidly
348	3	knew
349	4	which
350	5	meat
351	6	the
352	7	butcher
353	8	recognized
354	9	in
355	10	the
356	11	shop
357	12	in
358	13	the
359	14	morning
360	15	.
361	16	<eos>
362	0	The
363	1	coach
364	2	regrettably
365	3	knew
366	4	which
367	5	ball
368	6	the
369	7	pupil
370	8	caught
371	9	during
372	10	the
373	11	weekend
374	12	.
375	13	<eos>
376	0	The
377	1	associate
378	2	totally
379	3	knew
380	4	which
381	5	document
382	6	the
383	7	accountant
384	8	unveiled
385	9	in
386	10	the
387	11	afternoon
388	12	.
389	13	<eos>
390	0	The
391	1	author
392	2	obviously
393	3	knew
394	4	which
395	5	novel
396	6	the
397	7	editor
398	8	praised
399	9	during
400	10	the
401	11	holidays
402	12	.
403	13	<eos>
404	0	The
405	1	nurse
406	2	almost
407	3	forgot
408	4	which
409	5	acid
410	6	the
411	7	dentist
412	8	carried
413	9	during
414	10	the
415	11	holidays
416	12	.
417	13	<eos>
418	0	The
419	1	assistant
420	2	clearly
421	3	forgot
422	4	which
423	5	fraud
424	6	the
425	7	economist
426	8	prevented
427	9	in
428	10	the
429	11	morning
430	12	.
431	13	<eos>
432	0	The
433	1	waiter
434	2	gradually
435	3	forgot
436	4	which
437	5	beer
438	6	the
439	7	customer
440	8	bought
441	9	in
442	10	the
443	11	evening
444	12	.
445	13	<eos>
446	0	The
447	1	drivers
448	2	stupidly
449	3	forgot
450	4	which
451	5	bird
452	6	the
453	7	gardener
454	8	saved
455	9	during
456	10	the
457	11	weekend
458	12	.
459	13	<eos>
460	0	The
461	1	inspector
462	2	foolishly
463	3	forgot
464	4	which
465	5	knife
466	6	the
467	7	prisoner
468	8	discovered
469	9	in
470	10	the
471	11	evening
472	12	.
473	13	<eos>
474	0	The
475	1	intern
476	2	stupidly
477	3	forgot
478	4	which
479	5	tissue
480	6	the
481	7	surgeon
482	8	found
483	9	in
484	10	the
485	11	evening
486	12	.
487	13	<eos>
488	0	The
489	1	archaeologist
490	2	regrettably
491	3	forgot
492	4	which
493	5	fossil
494	6	the
495	7	excavator
496	8	ruined
497	9	in
498	10	the
499	11	morning
500	12	.
501	13	<eos>
502	0	The
503	1	publisher
504	2	almost
505	3	explained
506	4	which
507	5	acknowledgement
508	6	the
509	7	writer
510	8	highlighted
511	9	during
512	10	the
513	11	weekend
514	12	.
515	13	<eos>
516	0	The
517	1	employer
518	2	totally
519	3	explained
520	4	which
521	5	contract
522	6	the
523	7	colleague
524	8	eliminated
525	9	in
526	10	the
527	11	morning
528	12	.
529	13	<eos>
530	0	The
531	1	critic
532	2	carefully
533	3	explained
534	4	which
535	5	house
536	6	the
537	7	architect
538	8	destroyed
539	9	during
540	10	the
541	11	holidays
542	12	.
543	13	<eos>
544	0	The
545	1	landlord
546	2	promptly
547	3	explained
548	4	which
549	5	notice
550	6	the
551	7	tenant
552	8	ignored
553	9	in
554	10	the
555	11	afternoon
556	12	.
557	13	<eos>
558	0	The
559	1	boss
560	2	slowly
561	3	explained
562	4	which
563	5	room
564	6	the
565	7	designer
566	8	designed
567	9	during
568	10	the
569	11	holidays
570	12	.
571	13	<eos>
572	0	The
573	1	critic
574	2	gradually
575	3	explained
576	4	which
577	5	painting
578	6	the
579	7	painters
580	8	modified
581	9	in
582	10	the
583	11	morning
584	12	.
585	13	<eos>
586	0	The
587	1	cleaner
588	2	obviously
589	3	knew
590	4	which
591	5	letter
592	6	and
593	7	which
594	8	document
595	9	the
596	10	resident
597	11	identified
598	12	something
599	13	in
600	14	the
601	15	morning
602	16	.
603	17	<eos>
604	0	The
605	1	victim
606	2	clearly
607	3	knew
608	4	which
609	5	gun
610	6	and
611	7	which
612	8	knife
613	9	the
614	10	murderer
615	11	held
616	12	something
617	13	in
618	14	the
619	15	evening
620	16	.
621	17	<eos>
622	0	The
623	1	professor
624	2	totally
625	3	knew
626	4	which
627	5	equipment
628	6	and
629	7	which
630	8	program
631	9	the
632	10	scientist
633	11	installed
634	12	something
635	13	during
636	14	the
637	15	weekend
638	16	.
639	17	<eos>
640	0	The
641	1	policeman
642	2	stupidly
643	3	knew
644	4	which
645	5	meat
646	6	and
647	7	which
648	8	sausage
649	9	the
650	10	butcher
651	11	recognized
652	12	something
653	13	in
654	14	the
655	15	shop
656	16	in
657	17	the
658	18	morning
659	19	.
660	20	<eos>
661	0	The
662	1	coach
663	2	regrettably
664	3	knew
665	4	which
666	5	ball
667	6	and
668	7	which
669	8	bat
670	9	the
671	10	pupil
672	11	caught
673	12	something
674	13	during
675	14	the
676	15	weekend
677	16	.
678	17	<eos>
679	0	The
680	1	associate
681	2	totally
682	3	knew
683	4	which
684	5	document
685	6	and
686	7	which
687	8	information
688	9	the
689	10	accountant
690	11	unveiled
691	12	something
692	13	in
693	14	the
694	15	afternoon
695	16	.
696	17	<eos>
697	0	The
698	1	author
699	2	obviously
700	3	knew
701	4	which
702	5	novel
703	6	and
704	7	which
705	8	essay
706	9	the
707	10	editor
708	11	praised
709	12	something
710	13	during
711	14	the
712	15	holidays
713	16	.
714	17	<eos>
715	0	The
716	1	nurse
717	2	almost
718	3	forgot
719	4	which
720	5	acid
721	6	and
722	7	which
723	8	tool
724	9	the
725	10	dentist
726	11	carried
727	12	something
728	13	during
729	14	the
730	15	holidays
731	16	.
732	17	<eos>
733	0	The
734	1	assistant
735	2	clearly
736	3	forgot
737	4	which
738	5	fraud
739	6	and
740	7	which
741	8	crisis
742	9	the
743	10	economist
744	11	prevented
745	12	something
746	13	in
747	14	the
748	15	morning
749	16	.
750	17	<eos>
751	0	The
752	1	waiter
753	2	gradually
754	3	forgot
755	4	which
756	5	beer
757	6	and
758	7	which
759	8	wine
760	9	the
761	10	customer
762	11	bought
763	12	something
764	13	in
765	14	the
766	15	evening
767	16	.
768	17	<eos>
769	0	The
770	1	drivers
771	2	stupidly
772	3	forgot
773	4	which
774	5	bird
775	6	and
776	7	which
777	8	dog
778	9	the
779	10	gardener
780	11	saved
781	12	something
782	13	during
783	14	the
784	15	weekend
785	16	.
786	17	<eos>
787	0	The
788	1	inspector
789	2	foolishly
790	3	forgot
791	4	which
792	5	knife
793	6	and
794	7	which
795	8	spoon
796	9	the
797	10	prisoner
798	11	discovered
799	12	something
800	13	in
801	14	the
802	15	evening
803	16	.
804	17	<eos>
805	0	The
806	1	intern
807	2	stupidly
808	3	forgot
809	4	which
810	5	tissue
811	6	and
812	7	which
813	8	tumor
814	9	the
815	10	surgeon
816	11	found
817	12	something
818	13	in
819	14	the
820	15	evening
821	16	.
822	17	<eos>
823	0	The
824	1	archaeologist
825	2	regrettably
826	3	forgot
827	4	which
828	5	fossil
829	6	and
830	7	which
831	8	relic
832	9	the
833	10	excavator
834	11	ruined
835	12	something
836	13	in
837	14	the
838	15	morning
839	16	.
840	17	<eos>
841	0	The
842	1	publisher
843	2	almost
844	3	explained
845	4	which
846	5	acknowledgement
847	6	and
848	7	which
849	8	story
850	9	the
851	10	writer
852	11	highlighted
853	12	something
854	13	during
855	14	the
856	15	weekend
857	16	.
858	17	<eos>
859	0	The
860	1	employer
861	2	totally
862	3	explained
863	4	which
864	5	contract
865	6	and
866	7	which
867	8	report
868	9	the
869	10	colleague
870	11	eliminated
871	12	something
872	13	in
873	14	the
874	15	morning
875	16	.
876	17	<eos>
877	0	The
878	1	critic
879	2	carefully
880	3	explained
881	4	which
882	5	house
883	6	and
884	7	which
885	8	garden
886	9	the
887	10	architect
888	11	destroyed
889	12	something
890	13	during
891	14	the
892	15	holidays
893	16	.
894	17	<eos>
895	0	The
896	1	landlord
897	2	promptly
898	3	explained
899	4	which
900	5	notice
901	6	and
902	7	which
903	8	mail
904	9	the
905	10	tenant
906	11	ignored
907	12	something
908	13	in
909	14	the
910	15	afternoon
911	16	.
912	17	<eos>
913	0	The
914	1	boss
915	2	slowly
916	3	explained
917	4	which
918	5	room
919	6	and
920	7	which
921	8	entrance
922	9	the
923	10	designer
924	11	designed
925	12	something
926	13	during
927	14	the
928	15	holidays
929	16	.
930	17	<eos>
931	0	The
932	1	critic
933	2	gradually
934	3	explained
935	4	which
936	5	painting
937	6	and
938	7	which
939	8	sketch
940	9	the
941	10	painters
942	11	modified
943	12	something
944	13	in
945	14	the
946	15	morning
947	16	.
948	17	<eos>
949	0	The
950	1	cleaner
951	2	obviously
952	3	knew
953	4	which
954	5	letter
955	6	and
956	7	which
957	8	document
958	9	the
959	10	resident
960	11	identified
961	12	in
962	13	the
963	14	morning
964	15	.
965	16	<eos>
966	0	The
967	1	victim
968	2	clearly
969	3	knew
970	4	which
971	5	gun
972	6	and
973	7	which
974	8	knife
975	9	the
976	10	murderer
977	11	held
978	12	in
979	13	the
980	14	evening
981	15	.
982	16	<eos>
983	0	The
984	1	professor
985	2	totally
986	3	knew
987	4	which
988	5	equipment
989	6	and
990	7	which
991	8	program
992	9	the
993	10	scientist
994	11	installed
995	12	during
996	13	the
997	14	weekend
998	15	.
999	16	<eos>
1000	0	The
1001	1	policeman
1002	2	stupidly
1003	3	knew
1004	4	which
1005	5	meat
1006	6	and
1007	7	which
1008	8	sausage
1009	9	the
1010	10	butcher
1011	11	recognized
1012	12	in
1013	13	the
1014	14	shop
1015	15	in
1016	16	the
1017	17	morning
1018	18	.
1019	19	<eos>
1020	0	The
1021	1	coach
1022	2	regrettably
1023	3	knew
1024	4	which
1025	5	ball
1026	6	and
1027	7	which
1028	8	bat
1029	9	the
1030	10	pupil
1031	11	caught
1032	12	during
1033	13	the
1034	14	weekend
1035	15	.
1036	16	<eos>
1037	0	The
1038	1	associate
1039	2	totally
1040	3	knew
1041	4	which
1042	5	document
1043	6	and
1044	7	which
1045	8	information
1046	9	the
1047	10	accountant
1048	11	unveiled
1049	12	in
1050	13	the
1051	14	afternoon
1052	15	.
1053	16	<eos>
1054	0	The
1055	1	author
1056	2	obviously
1057	3	knew
1058	4	which
1059	5	novel
1060	6	and
1061	7	which
1062	8	essay
1063	9	the
1064	10	editor
1065	11	praised
1066	12	during
1067	13	the
1068	14	holidays
1069	15	.
1070	16	<eos>
1071	0	The
1072	1	nurse
1073	2	almost
1074	3	forgot
1075	4	which
1076	5	acid
1077	6	and
1078	7	which
1079	8	tool
1080	9	the
1081	10	dentist
1082	11	carried
1083	12	during
1084	13	the
1085	14	holidays
1086	15	.
1087	16	<eos>
1088	0	The
1089	1	assistant
1090	2	clearly
1091	3	forgot
1092	4	which
1093	5	fraud
1094	6	and
1095	7	which
1096	8	crisis
1097	9	the
1098	10	economist
1099	11	prevented
1100	12	in
1101	13	the
1102	14	morning
1103	15	.
1104	16	<eos>
1105	0	The
1106	1	waiter
1107	2	gradually
1108	3	forgot
1109	4	which
1110	5	beer
1111	6	and
1112	7	which
1113	8	wine
1114	9	the
1115	10	customer
1116	11	bought
1117	12	in
1118	13	the
1119	14	evening
1120	15	.
1121	16	<eos>
1122	0	The
1123	1	drivers
1124	2	stupidly
1125	3	forgot
1126	4	which
1127	5	bird
1128	6	and
1129	7	which
1130	8	dog
1131	9	the
1132	10	gardener
1133	11	saved
1134	12	during
1135	13	the
1136	14	weekend
1137	15	.
1138	16	<eos>
1139	0	The
1140	1	inspector
1141	2	foolishly
1142	3	forgot
1143	4	which
1144	5	knife
1145	6	and
1146	7	which
1147	8	spoon
1148	9	the
1149	10	prisoner
1150	11	discovered
1151	12	in
1152	13	the
1153	14	evening
1154	15	.
1155	16	<eos>
1156	0	The
1157	1	intern
1158	2	stupidly
1159	3	forgot
1160	4	which
1161	5	tissue
1162	6	and
1163	7	which
1164	8	tumor
1165	9	the
1166	10	surgeon
1167	11	found
1168	12	in
1169	13	the
1170	14	evening
1171	15	.
1172	16	<eos>
1173	0	The
1174	1	archaeologist
1175	2	regrettably
1176	3	forgot
1177	4	which
1178	5	fossil
1179	6	and
1180	7	which
1181	8	relic
1182	9	the
1183	10	excavator
1184	11	ruined
1185	12	in
1186	13	the
1187	14	morning
1188	15	.
1189	16	<eos>
1190	0	The
1191	1	publisher
1192	2	almost
1193	3	explained
1194	4	which
1195	5	acknowledgement
1196	6	and
1197	7	which
1198	8	story
1199	9	the
1200	10	writer
1201	11	highlighted
1202	12	during
1203	13	the
1204	14	weekend
1205	15	.
1206	16	<eos>
1207	0	The
1208	1	employer
1209	2	totally
1210	3	explained
1211	4	which
1212	5	contract
1213	6	and
1214	7	which
1215	8	report
1216	9	the
1217	10	colleague
1218	11	eliminated
1219	12	in
1220	13	the
1221	14	morning
1222	15	.
1223	16	<eos>
1224	0	The
1225	1	critic
1226	2	carefully
1227	3	explained
1228	4	which
1229	5	house
1230	6	and
1231	7	which
1232	8	garden
1233	9	the
1234	10	architect
1235	11	destroyed
1236	12	during
1237	13	the
1238	14	holidays
1239	15	.
1240	16	<eos>
1241	0	The
1242	1	landlord
1243	2	promptly
1244	3	explained
1245	4	which
1246	5	notice
1247	6	and
1248	7	which
1249	8	mail
1250	9	the
1251	10	tenant
1252	11	ignored
1253	12	in
1254	13	the
1255	14	afternoon
1256	15	.
1257	16	<eos>
1258	0	The
1259	1	boss
1260	2	slowly
1261	3	explained
1262	4	which
1263	5	room
1264	6	and
1265	7	which
1266	8	entrance
1267	9	the
1268	10	designer
1269	11	designed
1270	12	during
1271	13	the
1272	14	holidays
1273	15	.
1274	16	<eos>
1275	0	The
1276	1	critic
1277	2	gradually
1278	3	explained
1279	4	which
1280	5	painting
1281	6	and
1282	7	which
1283	8	sketch
1284	9	the
1285	10	painters
1286	11	modified
1287	12	in
1288	13	the
1289	14	morning
1290	15	.
1291	16	<eos>
